,text,time,sentiment
226,Can someone tell me  ,2022-12-15 20:04:36+00:00,False
233,"RT : ""Of course, we are feeling sad.""Qatar hosted the men's , but the women's team hasn't played a competitive game s",2022-12-15 20:04:32+00:00,False
236,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:04:31+00:00,False
245,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:04:20+00:00,False
255,"RT :  is supposed to be an African team, but there isn't a single  man playing for them.  on the other ha",2022-12-15 20:05:54+00:00,False
257,RT : Europe according to   is gone.  ,2022-12-15 20:05:52+00:00,False
258,                 ,2022-12-15 20:05:51+00:00,False
262,RT : Is it a Grail?  Black 1/1 Messi pulled at Cherry  Recently acquired by Exquisite Sports Collectibles.  ,2022-12-15 20:05:48+00:00,False
272,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:05:34+00:00,False
275,RT : La tenue de l'Argentine pour la finale dvoile ! Lionel Messi et ses coquipiers seront vtus eux du maillot domicil,2022-12-15 20:05:31+00:00,False
283,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:05:16+00:00,False
285,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:05:15+00:00,False
290,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:05:09+00:00,False
300,MATCHDAY 5: COLOMBIA 2 - 4 BELGIUM  ARGENTINA 2 - 1 BRAZIL   BELGIUM ADVANCES    BRAZIL ELIMINATED      ,2022-12-15 20:06:55+00:00,False
301,      ,2022-12-15 20:06:54+00:00,False
312,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:06:33+00:00,False
318,"L.Messi vs K.MbappUma final grandiosa,um jogao,entre dois grandes jogadores do futbol mundial. Quem ser o campeo,desse grande campeonato mundial???Argentina? Frana?    ",2022-12-15 20:06:27+00:00,False
321,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:06:24+00:00,False
326,RT : Were with You till the very end Ronaldo    ,2022-12-15 20:06:17+00:00,False
329,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:06:14+00:00,False
338,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:06:01+00:00,False
339,"RT :  is supposed to be an African team, but there isn't a single  man playing for them.  on the other ha",2022-12-15 20:06:01+00:00,False
343,  .     !!!      . #            ,2022-12-15 20:07:56+00:00,False
344,RT : te geen haftaki yakm miktarmz; Tam 24  Ve imdideden bu miktar gemi bulunuyoruz.Yeni yakm gnne sad,2022-12-15 20:07:54+00:00,False
348,#      ,2022-12-15 20:07:46+00:00,False
350,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:07:43+00:00,False
357,      ,2022-12-15 20:07:35+00:00,False
361,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:07:28+00:00,False
363,DO YOU KNOW?3 big French stars struck down by illness ahead of World Cup final. ,2022-12-15 20:07:25+00:00,False
366,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:07:19+00:00,False
371,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:07:12+00:00,False
373,RT : Europe according to   is gone.  ,2022-12-15 20:07:12+00:00,False
378,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:07:07+00:00,False
385,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:08:54+00:00,False
387,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:08:51+00:00,False
388,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:08:50+00:00,False
389,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:08:48+00:00,False
402,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:08:36+00:00,False
404,RT :        |       ,2022-12-15 20:08:36+00:00,False
408,  ,2022-12-15 20:08:33+00:00,False
413,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:08:25+00:00,False
416,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:08:24+00:00,False
419,RT : Moroccans rioting in many European cities after losing to France in the World Cup. French people cannot celebrate their vic,2022-12-15 20:08:21+00:00,False
428,RT :        |       ,2022-12-15 20:08:10+00:00,False
433,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:08:03+00:00,False
436,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:09:56+00:00,False
443,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:09:46+00:00,False
445,"RT : As the world's attention is turned to the  game, let's remember the faces of children killed by Iran's security for",2022-12-15 20:09:46+00:00,False
450,Estoy coleccionando los mejores memes sobre LA final. Pueden colaborar.        ,2022-12-15 20:09:38+00:00,False
452,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:09:34+00:00,False
458,RT : Riot has no religion.    ,2022-12-15 20:09:30+00:00,False
459,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:09:28+00:00,False
464,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:09:21+00:00,False
470,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:09:03+00:00,False
480,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:10:49+00:00,False
492,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:10:34+00:00,False
496,                   ,2022-12-15 20:10:29+00:00,False
500," files official protest with  about semi-final refereeThe FRMF says it has sent a letter to Fifa regarding two indisputable penalties. It adds: ""The FRMF also expressed its great astonishment that the  VAR system did not react to these situations."" ",2022-12-15 20:10:23+00:00,False
501,Just went through an old drawer These were the days.      ,2022-12-15 20:10:23+00:00,False
504,       ,2022-12-15 20:10:15+00:00,False
505,RT : You know the real winner of this year's World Cup?Morocco's Hakim Ziyech.He's been donating all his  money t,2022-12-15 20:10:15+00:00,False
507,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:10:13+00:00,False
515,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:10:04+00:00,False
517,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:11:58+00:00,False
525,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:11:43+00:00,False
529,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:11:36+00:00,False
530,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:11:35+00:00,False
533,RT : Riot has no religion.    ,2022-12-15 20:11:34+00:00,False
536,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:11:31+00:00,False
539,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:11:29+00:00,False
544,                    ,2022-12-15 20:11:25+00:00,False
545,"RT :  The highest payment of any club in the world will go to Manchester City, who will get 4.5 million from FIFA for releasing t",2022-12-15 20:11:23+00:00,False
554,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:11:06+00:00,False
555,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:11:01+00:00,False
557,                       # #  :   : #   ,2022-12-15 20:12:58+00:00,False
565,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:12:55+00:00,False
577,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:12:39+00:00,False
579,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:12:33+00:00,False
586,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:12:20+00:00,False
595,especially needing messi to win the world cup after this horrifying survivor result. south america needs to strip europe of it finally. 20 years is far too long  ,2022-12-15 20:12:08+00:00,False
597,RT : Riot has no religion.    ,2022-12-15 20:12:07+00:00,False
599,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:12:06+00:00,False
605,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:13:56+00:00,False
607,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:13:51+00:00,False
609,                  ,2022-12-15 20:13:48+00:00,False
611,"The picture of  with some African leaders watching the  in an informal environment is going to be in a bunch of documentaries mocking the US leadership, say in a couple of years.  Thats how incompetent the current Democrat administration is.",2022-12-15 20:13:46+00:00,False
612,YES WE WANT JUSTICE   ,2022-12-15 20:13:45+00:00,False
614,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:13:43+00:00,False
622,RT : Riot has no religion.    ,2022-12-15 20:13:36+00:00,False
623,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:13:36+00:00,False
631,                   ,2022-12-15 20:13:23+00:00,False
632,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:13:23+00:00,False
637,        :         #   ,2022-12-15 20:13:11+00:00,False
640,                      # #  :   : #  ,2022-12-15 20:13:07+00:00,False
644,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:13:06+00:00,False
648,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:13:00+00:00,False
649,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:13:00+00:00,False
652,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:14:55+00:00,False
659,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:14:47+00:00,False
673,"RT : Ive never met a Moroccan who struggled to reconcile that their country is both Arab &amp; African, or that their people are a",2022-12-15 20:14:28+00:00,False
675,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:14:26+00:00,False
676,RT : Riot has no religion.    ,2022-12-15 20:14:26+00:00,False
683,           ... ...    ...           #    #  ,2022-12-15 20:14:17+00:00,False
689, Lo siento muchoFrancia vencer a los rbitros y argentina..y el mundial se quedara en europa  ,2022-12-15 20:14:10+00:00,False
691,RT : All eliminated Man United players from the  are expected to resume training mext week Monday.,2022-12-15 20:14:07+00:00,False
697,    ,2022-12-15 20:14:04+00:00,False
698,                 ,2022-12-15 20:14:03+00:00,False
699,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:14:02+00:00,False
708,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:15:47+00:00,False
711,                       # #  :   : #  ,2022-12-15 20:15:46+00:00,False
716,RT : Riot has no religion.    ,2022-12-15 20:15:38+00:00,False
717,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:15:34+00:00,False
719,:              #    # . ,2022-12-15 20:15:32+00:00,False
727,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:15:21+00:00,False
728, Youre in a contract dispute with my Fox station  with the World Cup final airing on Fox Sunday. Thats my problem.  ,2022-12-15 20:15:21+00:00,False
732,   :          ,2022-12-15 20:15:16+00:00,False
733,    ,2022-12-15 20:15:15+00:00,False
735,  ,2022-12-15 20:15:11+00:00,False
745,RT : Is it a Grail?  Black 1/1 Messi pulled at Cherry  Recently acquired by Exquisite Sports Collectibles.  ,2022-12-15 20:16:52+00:00,False
751,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:16:46+00:00,False
757,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:16:31+00:00,False
758,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:16:31+00:00,False
760,                       # #  :   : #  ,2022-12-15 20:16:27+00:00,False
763,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:16:25+00:00,False
765,RT : Riot has no religion.    ,2022-12-15 20:16:20+00:00,False
779,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:17:58+00:00,False
782,                       # #  :   : #  ,2022-12-15 20:17:53+00:00,False
784,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:17:46+00:00,False
794,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:17:34+00:00,False
798,                       # #  :   : #  ,2022-12-15 20:17:25+00:00,False
801,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:17:21+00:00,False
803,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:17:18+00:00,False
815,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:18:55+00:00,False
817,,2022-12-15 20:18:53+00:00,False
818,"RT : Stasera hanno tenuto testa ai campioni del mondo in carica, sfiorando pi volte il gol e un incredibile miracolo, ma non",2022-12-15 20:18:48+00:00,False
820,"We demand  replay a match Morocco VS France or discipline the   who was so unfair and didn't notice 's mistakes but rather considered them 's mistakes as a result, Morocco lost 2  kicks. ",2022-12-15 20:18:45+00:00,False
828,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:18:36+00:00,False
836,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:18:28+00:00,False
856,"RT :  is supposed to be an African team, but there isn't a single  man playing for them.  on the other ha",2022-12-15 20:18:09+00:00,False
859,Winning or Losing is part of the game! Grow up!FIFA World Cup Semi-Final : Violent Clashes Rock Streets of France After Nation Beat Morocco ,2022-12-15 20:18:06+00:00,False
865,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:19:47+00:00,False
867,                 ,2022-12-15 20:19:42+00:00,False
871,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:19:32+00:00,False
877,Vogliamo  come commentatore   nella finale  ,2022-12-15 20:19:27+00:00,False
890,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:19:08+00:00,False
895,RT : Riot has no religion.    ,2022-12-15 20:19:02+00:00,False
896,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:20:59+00:00,False
902,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:20:54+00:00,False
904,RT : Riot has no religion.    ,2022-12-15 20:20:51+00:00,False
906,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:20:48+00:00,False
907,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:20:45+00:00,False
909,"   We demand  replay a match Morocco VS France or discipline the   who was so unfair and didn't notice 's mistakes but rather considered them 's mistakes as a result, Morocco lost 2  kicks.",2022-12-15 20:20:45+00:00,False
910,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:20:45+00:00,False
911,               #    ,2022-12-15 20:20:42+00:00,False
915,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:20:32+00:00,False
927,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:20:08+00:00,False
931,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:20:03+00:00,False
933,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:20:01+00:00,False
938,"RT : "" WY88ASIA ! oo2022ss 2  ou 10 .!   ",2022-12-15 20:21:50+00:00,False
939,RT : Europe according to   is gone.  ,2022-12-15 20:21:50+00:00,False
943,-Morocco has decided to file a complaint against the referee Cesar Ramos for supposedly a shameful arbitration on his part      ,2022-12-15 20:21:39+00:00,False
948,"This is Nigeria used Honda Accord 2003.Baked from pure first body.Sound engine and gear,ac very chilling,the suspension is good and still in tokunbo absolutely nothing to fix........1.5 last last        ",2022-12-15 20:21:20+00:00,False
951,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:21:13+00:00,False
952,RT :  decided that the final of the  of  should be between France and Argentina...FiFA is corrupt. htt,2022-12-15 20:21:12+00:00,False
953,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:21:11+00:00,False
955,RT :        |       ,2022-12-15 20:21:07+00:00,False
961,"RT : "" WY88ASIA ! oo2022ss 2  ou 10 .!   ",2022-12-15 20:22:56+00:00,False
969,How come  and the football community are silent.  must be expelled immediately and at least show solidarity  and  in the final.  ,2022-12-15 20:22:45+00:00,False
970,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:22:44+00:00,False
971,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:22:40+00:00,False
974,RT : Riot has no religion.    ,2022-12-15 20:22:26+00:00,False
977,"RT : "" WY88ASIA ! oo2022ss 2  ou 10 .!   ",2022-12-15 20:22:18+00:00,False
982,                 ,2022-12-15 20:22:09+00:00,False
985,"RT : "" WY88ASIA ! oo2022ss 2  ou 10 .!   ",2022-12-15 20:22:04+00:00,False
992,Normal service resumed at the .  ,2022-12-15 20:23:53+00:00,False
993,"RT :  is supposed to be an African team, but there isn't a single  man playing for them.  on the other ha",2022-12-15 20:23:53+00:00,False
998,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:23:47+00:00,False
1008,RT : Riot has no religion.    ,2022-12-15 20:23:29+00:00,False
1012,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:23:22+00:00,False
1020,RT : Everyone is talking about football but for some reason I cant get stop thinking about basketball  ,2022-12-15 20:23:10+00:00,False
1032,"RT : Not a single art got viral on social media which we made  sketch,  ,,  and ",2022-12-15 20:24:58+00:00,False
1033,Does anyone else get real cringe vibes from American soccer fans?  ,2022-12-15 20:24:58+00:00,False
1039,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:24:46+00:00,False
1041,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:24:42+00:00,False
1052,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:24:24+00:00,False
1055,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:24:20+00:00,False
1063,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:24:10+00:00,False
1066,RT : During this Arab hosted World Cup we have seen Western media:- Paint Qatar's team as terrorists- BBC pundits brand Iran,2022-12-15 20:24:06+00:00,False
1067,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:24:00+00:00,False
1070,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:25:55+00:00,False
1081,    ,2022-12-15 20:25:35+00:00,False
1085,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:25:24+00:00,False
1090,RT : Iranian  soccer player ( football)  sentenced to death for supporting women rights movement. Where i,2022-12-15 20:25:22+00:00,False
1103,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:25:05+00:00,False
1109,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:26:53+00:00,False
1132,RT : Riot has no religion.    ,2022-12-15 20:26:10+00:00,False
1144,RT : Riot has no religion.    ,2022-12-15 20:27:59+00:00,False
1160,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:27:23+00:00,False
1161,"RT : Conto 1, 2,3 e tiro a mo Mete onde ?  ",2022-12-15 20:27:23+00:00,False
1165,                       # #  :   : #  ,2022-12-15 20:27:19+00:00,False
1168,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:27:19+00:00,False
1179,                       # #  :   : #  ,2022-12-15 20:28:57+00:00,False
1189,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:28:45+00:00,False
1192,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:28:39+00:00,False
1195,                       # #  :   : #  ,2022-12-15 20:28:38+00:00,False
1196,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:28:37+00:00,False
1198,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:28:37+00:00,False
1199,Am I dreaming ? We arrived to the semi final of the  World Cup    against the last World Cup champion ,2022-12-15 20:28:35+00:00,False
1211,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:28:17+00:00,False
1214,                       # #  :   : #  ,2022-12-15 20:28:14+00:00,False
1218,                       # #  :   : #  ,2022-12-15 20:28:02+00:00,False
1223,"RT :   John Smith chats to  about his enthralling book, Final Third: The Last Word on our Football Heroes for th",2022-12-15 20:29:49+00:00,False
1227,                       # #  :   : #  ,2022-12-15 20:29:43+00:00,False
1229,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:29:42+00:00,False
1240,                       # #  :   : #  ,2022-12-15 20:29:23+00:00,False
1242,         ... ,2022-12-15 20:29:19+00:00,False
1250, He did the same shit against Tunisia and never gave them a penality!! What a shame!!!!!      ,2022-12-15 20:29:10+00:00,False
1252,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:29:06+00:00,False
1256,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:30:59+00:00,False
1259,RT : Adesua Wellington sef be stepper...abi na my eyes dey pain me      #,2022-12-15 20:30:56+00:00,False
1276,   ,2022-12-15 20:30:43+00:00,False
1284,    ,2022-12-15 20:30:34+00:00,False
1292,RT : $20 | 290.000 IDR ~ 4 HOURS  RT this &amp;      ,2022-12-15 20:30:25+00:00,False
1293,"       ""  "" !      ",2022-12-15 20:30:24+00:00,False
1297,                       # #  :   : #   ,2022-12-15 20:30:19+00:00,False
1300,                       # #  :   : #  ,2022-12-15 20:30:12+00:00,False
1301, :                              ,2022-12-15 20:30:12+00:00,False
